phase,delta,score_threshold,selection_coverage,candidate_precision,routed_mass_coverage,complete_route_coverage,mean_candidate_count,candidate_amplification,candidate_set_fraction
prefill,11,0.2,0.624592605247956,0.3917606850667883,0.6503615288204441,0.18742003271767554,6.377154641605124,1.594288660401281,0.19928608255016012
prefill,12,0.2,0.6323239544052165,0.3944041542059811,0.6583292764188986,0.2006220985106293,6.412490204253242,1.6031225510633105,0.2003903188829138
prefill,13,0.2,0.6304708072628304,0.39463522830631226,0.655896518359858,0.19990220860675864,6.390093486297356,1.597523371574339,0.1996904214467924
prefill,14,0.2,0.6384907381154934,0.40112456968489507,0.6643384308973814,0.21215511767940967,6.3678730463826465,1.5919682615956616,0.1989960326994577
prefill,15,0.2,0.6530555554309851,0.4040352294538529,0.6771367985022327,0.21431331630277212,6.465016617020568,1.616254154255142,0.20203176928189276
prefill,16,0.2,0.6697188629601518,0.4179345823600522,0.6942711693961128,0.23786611900917598,6.409722669309957,1.6024306673274893,0.20030383341593616
prefill,17,0.2,0.6974901751714333,0.4357291532127445,0.7218892943485398,0.2652775445223245,6.4031104554709355,1.6007776138677339,0.20009720173346673
prefill,18,0.2,0.6905017572841423,0.43565049038178505,0.7163470579619724,0.26615003375879465,6.340584560811546,1.5851461402028866,0.19814326752536082
prefill,19,0.2,0.7069176862746409,0.455908004610002,0.7309190400981946,0.2974556481125322,6.201607841197555,1.5504019602993888,0.1938002450374236
prefill,20,0.2,0.7303102047832785,0.47503421841876026,0.7491450615686484,0.36602905457658597,6.150583451214938,1.5376458628037346,0.19220573285046683
prefill,21,0.2,0.7331260216611044,0.47812828654214573,0.7554588727175986,0.3679589629119477,6.133792256721694,1.5334480641804236,0.19168100802255295
prefill,22,0.2,0.7438569757045689,0.4432148016803181,0.7541778162556756,0.41059077195338156,6.713679803687925,1.6784199509219813,0.20980249386524766
prefill,23,0.2,0.7646372725488613,0.4926945382643789,0.7632130340029091,0.4578159304309888,6.208399541841628,1.552099885460407,0.19401248568255086
decode,1,0.25,0.46110733695652173,0.4064393471886488,0.4867504161337148,0.07795516304347826,4.537194293478261,1.1342985733695652,0.14178732167119565
decode,2,0.25,0.4706587357954546,0.4167076103493256,0.4946307702498003,0.08380681818181819,4.518377130681818,1.1295942826704546,0.14119928533380682
decode,3,0.25,0.4836309523809524,0.4160342017476376,0.5092089516775948,0.09942336309523808,4.644903273809524,1.161225818452381,0.14515322730654762
decode,4,0.25,0.4820556640625,0.42714055482768915,0.508126974105835,0.0888671875,4.51220703125,1.1280517578125,0.1410064697265625
decode,5,0.25,0.4769993832236842,0.423270595246086,0.4996151673166376,0.11122532894736843,4.50133634868421,1.1253340871710524,0.14066676089638155
decode,6,0.25,0.4742567274305556,0.42291963642126906,0.5016769833034939,0.09624565972222224,4.489149305555555,1.1222873263888888,0.1402859157986111
decode,7,0.25,0.47794117647058826,0.4258761878379319,0.5016646104700425,0.10144761029411764,4.483915441176471,1.1209788602941178,0.14012235753676472
decode,8,0.25,0.477783203125,0.4291565051610665,0.49916964769363403,0.102783203125,4.4559326171875,1.113983154296875,0.13924789428710938
decode,9,0.25,0.48916015625,0.42050807235847626,0.5131792704264322,0.10846354166666666,4.6527343750000005,1.1631835937500001,0.14539794921875002
decode,10,0.25,0.4878278459821429,0.41611976593299554,0.5090159007481166,0.11453683035714286,4.690150669642858,1.1725376674107144,0.1465672084263393
